project_id,project_name,ministry,sector,implementing_agency,state,latitude,longitude,approval_date,original_cost_cr,revised_cost_cr,approved_completion_date,revised_completion_date,cumulative_expenditure_cr,num_milestones,milestones_completed,milestones_delayed,status
PRJ_1629,Roads Infrastructure Development at Bihar Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Bihar,24.9075,85.4265,2020-10-01,162.22,185.26,2022-05-02,2022-08-01,177.94,14,12,0,Delayed
PRJ_1630,Coal Infrastructure Development at Assam Section Pkg-2,Ministry of Coal,Coal Mining,WCL,Assam,25.6392,92.5845,2021-10-01,1110.99,1665.37,2023-07-02,2024-03-01,1518.45,14,11,1,Delayed
PRJ_1631,Railways Infrastructure Development at Haryana Section Pkg-3,Ministry of Railways,Railways,RVNL,Haryana,29.4948,76.514,2021-05-01,960.61,1339.09,2024-07-31,2026-09-30,688.8,9,4,5,Delayed
PRJ_1632,Roads Infrastructure Development at Rajasthan Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Rajasthan,27.5099,,2019-04-01,1003.42,1058.61,2022-01-29,2022-06-30,341.36,24,7,0,Delayed
PRJ_1633,Roads Infrastructure Development at Himachal Pradesh Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Himachal Pradesh,30.563,77.0636,2020-11-01,1146.07,1217.13,2023-01-31,2023-08-01,836.43,14,9,1,Delayed
PRJ_1634,Roads Infrastructure Development at Madhya Pradesh Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,23.1329,78.9631,2023-04-01,350.0,451.5,2027-03-01,2028-12-29,326.3,12,8,2,Delayed
PRJ_1635,Roads Infrastructure Development at Haryana Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Haryana,,76.5364,2023-12-01,546.05,558.06,2028-09-30,2029-01-29,457.61,13,10,0,Delayed
PRJ_1636,Roads Infrastructure Development at Telangana Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Telangana,18.3576,79.1997,2019-05-01,1297.43,1310.4,2020-10-29,2020-11-28,1211.79,7,6,0,Ongoing
PRJ_1637,Petroleum Infrastructure Development at Assam Section Pkg-9,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,GAIL,Assam,25.9698,92.7019,2016-02-01,617.45,912.59,2019-08-02,2021-03-02,798.75,18,14,3,Delayed
PRJ_1638,Roads Infrastructure Development at Odisha Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Odisha,21.0818,85.2074,2021-06-01,1078.67,1281.46,2025-08-31,2027-05-01,941.1,9,6,3,Delayed
PRJ_1639,Railways Infrastructure Development at Bihar Section Pkg-2,Ministry of Railways,Railways,Central Railway,Bihar,24.7272,85.754,2020-06-01,574.09,545.39,2024-11-30,2025-03-31,378.23,21,14,2,Delayed
PRJ_1640,Roads Infrastructure Development at Maharashtra Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,19.3297,75.5923,2018-01-01,1307.46,1614.71,2023-01-01,2024-06-01,1103.95,20,13,3,Delayed
PRJ_1641,Roads Infrastructure Development at Kerala Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Kerala,10.3012,,2021-04-01,773.19,820.35,2025-11-30,2026-03-31,714.06,11,9,2,Delayed
PRJ_1642,Roads Infrastructure Development at Uttar Pradesh Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Uttar Pradesh,27.0509,80.4253,2018-01-01,150.0,163.8,2020-09-01,2020-12-01,81.72,21,10,0,Delayed
PRJ_1643,Coal Infrastructure Development at West Bengal Section Pkg-6,Ministry of Coal,Coal Mining,WCL,West Bengal,22.6229,88.0714,2021-03-01,560.61,532.58,2023-11-30,2024-04-30,411.44,9,6,0,Delayed
PRJ_1644,Power Infrastructure Development at Jammu & Kashmir Section Pkg-7,Ministry of Power,Power Transmission & Generation,NTPC,Jammu & Kashmir,,77.0071,2017-10-01,591.85,662.28,2022-01-30,2022-01-30,216.77,8,2,2,Delayed
PRJ_1645,Roads Infrastructure Development at Chhattisgarh Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Chhattisgarh,20.7503,81.6561,2022-12-01,2825.38,3203.98,2026-05-01,2026-08-30,2505.99,13,9,0,Delayed
PRJ_1646,Airports Infrastructure Development at Karnataka Section Pkg-9,Ministry of Civil Aviation,Airports & Aviation,GMR Infrastructure,Karnataka,14.8449,76.1214,2023-12-01,150.0,157.35,2028-05-31,2028-08-30,101.87,15,10,0,Ongoing
PRJ_1647,Roads Infrastructure Development at Odisha Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Odisha,21.3781,84.6895,2021-05-01,176.95,191.28,2025-12-30,2026-01-29,43.99,11,2,2,Delayed
PRJ_1648,Petroleum Infrastructure Development at Himachal Pradesh Section Pkg-2,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,ONGC,Himachal Pradesh,31.4004,,2018-09-01,1097.47,1042.6,2021-03-02,2021-03-02,535.05,24,11,2,Ongoing
PRJ_1649,Roads Infrastructure Development at Assam Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Assam,26.2811,92.9047,2016-08-01,652.99,889.37,2019-07-02,2021-07-01,424.68,21,10,1,Delayed
PRJ_1650,Roads Infrastructure Development at Gujarat Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Gujarat,22.0272,71.5987,2016-11-01,5069.3,5464.71,2019-01-31,2019-05-02,2528.82,24,11,2,Ongoing
PRJ_1651,Roads Infrastructure Development at Haryana Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Haryana,29.5277,76.0762,2022-12-01,682.87,926.65,2024-05-31,2025-05-31,768.73,12,9,2,Delayed
PRJ_1652,Roads Infrastructure Development at Puducherry Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Puducherry,12.4843,,2022-04-01,356.68,368.81,2025-01-29,2025-01-29,116.81,12,3,2,Ongoing
PRJ_1653,Railways Infrastructure Development at Bihar Section Pkg-7,Ministry of Railways,Railways,IRCON,Bihar,25.485,85.4355,2022-03-01,517.15,510.94,2023-08-30,2024-01-29,507.92,18,17,1,Delayed
PRJ_1654,Railways Infrastructure Development at Telangana Section Pkg-8,Ministry of Railways,Railways,Central Railway,Telangana,18.3343,78.4353,2020-01-01,655.22,667.67,2022-04-01,2022-08-31,519.71,10,7,1,Delayed
PRJ_1655,Roads Infrastructure Development at Jharkhand Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Jharkhand,24.2065,85.4282,2016-03-01,203.81,233.57,2019-12-31,2021-07-31,94.85,15,6,2,Delayed
PRJ_1656,Roads Infrastructure Development at Jharkhand Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.2055,85.2232,2022-06-01,980.82,1050.46,2024-08-30,2025-06-30,296.67,17,4,0,Delayed
PRJ_1657,Roads Infrastructure Development at Chhattisgarh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Chhattisgarh,21.1173,82.0135,2017-02-01,307.37,328.27,2021-11-01,2022-05-02,277.06,18,14,0,Delayed
PRJ_1658,Urban Infrastructure Development at Punjab Section Pkg-3,Ministry of Housing & Urban Affairs,Urban Infrastructure & Metro,MahaMetro,Punjab,30.7614,,2020-09-01,150.0,215.1,2023-01-31,2024-06-01,54.79,6,1,3,Delayed
PRJ_1659,Petroleum Infrastructure Development at Punjab Section Pkg-4,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,IOCL,Punjab,30.9141,75.0055,2020-10-01,150.0,190.8,2025-10-01,2027-05-02,136.97,16,10,1,Delayed
PRJ_1660,Railways Infrastructure Development at Bihar Section Pkg-5,Ministry of Railways,Railways,Central Railway,Bihar,25.2858,84.7615,2016-06-01,1520.64,1488.71,2020-07-31,2021-03-01,1190.4,13,9,2,Delayed
PRJ_1661,Roads Infrastructure Development at Bihar Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Bihar,25.3779,85.6632,2021-09-01,150.0,153.3,2025-05-02,2025-10-31,148.61,9,8,2,Delayed
PRJ_1662,Roads Infrastructure Development at Maharashtra Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,19.6147,75.4334,2022-09-01,581.04,637.98,2024-10-31,2025-04-01,623.48,23,21,1,Delayed
PRJ_1663,Roads Infrastructure Development at Odisha Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Odisha,21.3226,85.3966,2020-06-01,150.0,184.35,2024-07-01,2026-12-31,24.55,7,0,7,Stalled
PRJ_1664,Roads Infrastructure Development at Gujarat Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Gujarat,22.6219,70.9244,2023-01-01,1434.94,1363.19,2027-04-02,2027-09-01,358.26,6,1,0,Delayed
PRJ_1665,Power Infrastructure Development at Bihar Section Pkg-1,Ministry of Power,Power Transmission & Generation,NHPC,Bihar,25.3594,85.6297,2018-10-01,632.21,751.07,2022-01-30,2023-01-30,679.49,20,18,2,Delayed
PRJ_1666,Coal Infrastructure Development at Jharkhand Section Pkg-2,Ministry of Coal,Coal Mining,SCCL,Jharkhand,,85.4743,2021-01-01,3182.08,3665.76,2023-07-03,2025-09-01,1144.19,17,5,6,Delayed
PRJ_1667,Power Infrastructure Development at Telangana Section Pkg-3,Ministry of Power,Power Transmission & Generation,NHPC,Telangana,17.756,79.2262,2021-01-01,1641.7,1827.21,2025-08-02,2025-10-01,1110.32,13,7,2,Delayed
PRJ_1668,Coal Infrastructure Development at Ladakh Section Pkg-4,Ministry of Coal,Coal Mining,WCL,Ladakh,33.8878,77.362,2021-08-01,1594.23,1962.5,2025-04-01,2026-08-01,1672.28,19,16,1,Delayed
PRJ_1669,Water Infrastructure Development at Rajasthan Section Pkg-5,"Department of Water Resources, River Development & GR",Water & Sanitation,CPWD,Rajasthan,27.1484,74.1572,2018-08-01,2306.11,2845.74,2020-01-30,2022-04-30,1159.88,11,4,4,Delayed
PRJ_1670,Healthcare Infrastructure Development at Assam Section Pkg-6,Ministry of Labour and Employment,Healthcare & ESIC,ESIC,Assam,25.9357,93.2279,2018-10-01,1150.71,1253.12,2021-01-30,2021-03-01,808.67,23,14,1,Delayed
PRJ_1671,Ports Infrastructure Development at Manipur Section Pkg-7,"Ministry of Ports, Shipping and Waterways",Ports & Shipping,IWAI,Manipur,24.0968,93.3094,2023-06-01,1373.5,1736.1,2028-01-30,2030-03-31,528.31,16,5,7,Delayed
PRJ_1672,Roads Infrastructure Development at Assam Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Assam,25.7761,93.2885,2021-06-01,3007.54,3753.41,2026-05-01,2027-05-31,2663.18,21,15,3,Delayed
PRJ_1673,Roads Infrastructure Development at Gujarat Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Gujarat,,70.7849,2022-05-01,459.36,503.46,2025-05-31,2025-12-30,459.4,20,19,1,Delayed
PRJ_1674,Water Infrastructure Development at Kerala Section Pkg-1,"Department of Water Resources, River Development & GR",Water & Sanitation,CPWD,Kerala,11.1148,76.6763,2017-11-01,2422.09,3102.7,2019-09-01,2021-04-01,1451.19,14,6,8,Delayed
PRJ_1675,Roads Infrastructure Development at Nagaland Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Nagaland,26.086,94.7075,2016-02-01,509.79,526.1,2021-01-31,2021-06-01,418.85,16,13,0,Delayed
PRJ_1676,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jammu & Kashmir,33.5171,77.1476,2016-01-01,561.76,876.91,2017-08-31,2018-10-31,737.91,11,8,2,Delayed
PRJ_1677,Roads Infrastructure Development at Bihar Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Bihar,25.1451,,2023-09-01,471.35,475.12,2025-11-30,2026-01-29,425.35,11,9,2,Ongoing
PRJ_1678,Steel Infrastructure Development at Assam Section Pkg-5,Ministry of Steel,Steel & Heavy Industry,SAIL,Assam,26.3323,92.3585,2018-06-01,382.64,510.06,2022-12-31,2025-07-01,110.22,9,1,1,Stalled
PRJ_1679,Railways Infrastructure Development at Kerala Section Pkg-6,Ministry of Railways,Railways,RVNL,Kerala,11.1969,76.46,2020-12-01,1075.14,1067.61,2022-06-01,2022-10-31,668.06,18,10,2,Delayed
PRJ_1680,Educational Infrastructure Development at Bihar Section Pkg-7,Department of Higher Education,Educational Infrastructure,NBCC,Bihar,24.5781,85.5629,2017-09-01,515.16,526.49,2019-07-02,2019-10-01,451.2,6,4,2,Ongoing
PRJ_1681,Coal Infrastructure Development at Gujarat Section Pkg-8,Ministry of Coal,Coal Mining,Coal India Ltd (CIL),Gujarat,22.6809,71.7244,2023-05-01,784.73,781.59,2026-06-30,2026-09-29,183.65,6,1,2,Ongoing
PRJ_1682,Power Infrastructure Development at Punjab Section Pkg-9,Ministry of Power,Power Transmission & Generation,SJVN,Punjab,30.7539,75.5087,2020-09-01,388.65,412.75,2023-04-02,2023-08-01,386.13,9,8,2,Delayed
PRJ_1683,Railways Infrastructure Development at Bihar Section Pkg-1,Ministry of Railways,Railways,RVNL,Bihar,25.5649,85.6736,2018-09-01,323.67,347.3,2020-06-01,2021-07-01,323.5,12,10,0,Delayed
PRJ_1684,Educational Infrastructure Development at Karnataka Section Pkg-2,Department of Higher Education,Educational Infrastructure,IIT,Karnataka,15.123,75.6331,2023-04-01,7602.38,7693.61,2027-11-30,2028-06-30,5569.56,18,12,1,Delayed
PRJ_1685,Power Infrastructure Development at Bihar Section Pkg-3,Ministry of Power,Power Transmission & Generation,NTPC,Bihar,,85.7313,2020-08-01,331.65,364.81,2025-07-01,2025-07-01,202.3,8,4,0,Delayed
PRJ_1686,Petroleum Infrastructure Development at West Bengal Section Pkg-4,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,IOCL,West Bengal,22.9144,88.0956,2018-04-01,1246.25,1647.54,2022-11-30,2024-01-30,1251.63,13,10,3,Delayed
PRJ_1687,Railways Infrastructure Development at Uttar Pradesh Section Pkg-5,Ministry of Railways,Railways,IRCON,Uttar Pradesh,26.6054,80.4499,2018-01-01,724.9,876.4,2019-09-01,2022-08-31,425.41,21,9,7,Delayed
PRJ_1688,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jammu & Kashmir,34.1333,76.3165,2020-10-01,3850.44,4836.15,2023-10-01,2025-01-30,2143.24,12,5,5,Delayed
PRJ_1689,Roads Infrastructure Development at Tamil Nadu Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Tamil Nadu,11.509,78.3408,2019-02-01,417.46,427.48,2021-11-01,2022-03-02,185.83,19,8,1,Delayed
PRJ_1690,Roads Infrastructure Development at Mizoram Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Mizoram,23.2153,92.8172,2022-11-01,498.09,641.04,2025-07-02,2027-03-02,551.29,19,17,1,Delayed
PRJ_1691,Roads Infrastructure Development at Mizoram Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Mizoram,22.5844,92.4042,2022-12-01,386.75,416.14,2026-10-01,2026-10-31,307.84,15,10,2,Ongoing
PRJ_1692,Roads Infrastructure Development at Assam Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Assam,25.8134,92.4676,2020-10-01,831.66,849.96,2023-07-02,2024-05-01,206.86,21,5,2,Delayed
PRJ_1693,Roads Infrastructure Development at Maharashtra Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,20.0537,75.5331,2016-03-01,1745.65,2243.16,2021-01-29,2022-10-30,311.68,22,3,16,Stalled
PRJ_1694,Power Infrastructure Development at Gujarat Section Pkg-3,Ministry of Power,Power Transmission & Generation,NTPC,Gujarat,21.8359,71.5007,2023-03-01,258.72,277.61,2025-12-29,2025-12-29,253.86,15,13,1,Ongoing
PRJ_1695,Roads Infrastructure Development at Madhya Pradesh Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Madhya Pradesh,22.764,79.0394,2023-02-01,733.66,696.98,2025-01-01,2025-03-02,632.34,6,5,1,Ongoing
PRJ_1696,Roads Infrastructure Development at Andhra Pradesh Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Andhra Pradesh,16.4362,79.9953,2019-06-01,560.56,612.69,2022-03-01,2022-08-30,142.26,13,2,1,Delayed
PRJ_1697,Roads Infrastructure Development at Assam Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Assam,26.5604,,2020-09-01,1679.19,1803.45,2024-05-02,2025-06-01,1264.76,13,9,0,Delayed
PRJ_1698,Railways Infrastructure Development at West Bengal Section Pkg-7,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,West Bengal,23.065,88.0223,2019-11-01,428.21,505.72,2022-05-02,2022-10-31,319.68,12,7,2,Delayed
PRJ_1699,Roads Infrastructure Development at West Bengal Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,West Bengal,23.3678,88.2684,2021-06-01,1025.43,1157.71,2025-01-30,2025-01-30,440.81,15,5,1,Delayed
PRJ_1700,Railways Infrastructure Development at West Bengal Section Pkg-9,Ministry of Railways,Railways,Central Railway,West Bengal,23.4391,88.3263,2018-06-01,856.47,953.25,2020-01-30,2020-04-30,872.76,12,10,1,Delayed
PRJ_1701,Roads Infrastructure Development at Assam Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Assam,25.8556,92.7499,2021-03-01,360.09,342.09,2023-09-30,2024-01-29,181.24,23,12,1,Delayed
PRJ_1702,Roads Infrastructure Development at Odisha Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Odisha,21.3329,84.5505,2017-06-01,644.92,896.44,2020-07-01,2022-06-01,838.66,21,18,2,Delayed
PRJ_1703,Roads Infrastructure Development at Chhattisgarh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Chhattisgarh,21.6169,81.4758,2023-08-01,1539.45,2162.93,2027-11-30,2029-01-29,1162.95,14,7,5,Delayed
PRJ_1704,Coal Infrastructure Development at Odisha Section Pkg-4,Ministry of Coal,Coal Mining,Coal India Ltd (CIL),Odisha,21.0374,84.845,2021-08-01,730.38,741.34,2025-09-30,2026-01-29,121.96,6,1,2,Delayed
PRJ_1705,Roads Infrastructure Development at Maharashtra Section Pkg-5,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,20.2463,76.0245,2022-08-01,1287.8,1960.03,2024-11-30,2025-12-30,744.55,21,8,8,Delayed
PRJ_1706,Educational Infrastructure Development at Tamil Nadu Section Pkg-6,Department of Higher Education,Educational Infrastructure,IIT,Tamil Nadu,10.9094,78.1958,2021-02-01,451.45,504.72,2024-06-02,2024-07-02,444.41,8,6,1,Delayed
PRJ_1707,Coal Infrastructure Development at West Bengal Section Pkg-7,Ministry of Coal,Coal Mining,Coal India Ltd (CIL),West Bengal,23.0493,87.9391,2016-04-01,694.47,785.45,2018-06-01,2019-01-30,785.45,10,9,2,Delayed
PRJ_1708,Roads Infrastructure Development at Uttarakhand Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Uttarakhand,30.2498,79.0499,2023-01-01,275.67,277.88,2027-07-02,2027-08-31,230.7,6,4,1,Ongoing
PRJ_1709,Railways Infrastructure Development at Andhra Pradesh Section Pkg-9,Ministry of Railways,Railways,Central Railway,Andhra Pradesh,15.8278,79.663,2021-03-01,204.03,199.34,2026-01-29,2026-03-30,173.71,14,11,0,Ongoing
PRJ_1710,Petroleum Infrastructure Development at Kerala Section Pkg-1,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,GAIL,Kerala,10.5115,75.7367,2020-01-01,5170.99,5005.52,2023-10-01,2024-05-01,4250.12,7,5,1,Delayed
PRJ_1711,Roads Infrastructure Development at Jharkhand Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Jharkhand,,85.8736,2021-03-01,695.81,880.2,2023-07-31,2025-08-29,246.77,13,3,4,Stalled
PRJ_1712,Roads Infrastructure Development at Madhya Pradesh Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Madhya Pradesh,22.6138,78.1648,2021-03-01,2073.98,2905.65,2023-11-30,2025-02-28,1066.54,9,3,5,Delayed
PRJ_1713,Steel Infrastructure Development at Dadra & Nagar Haveli Section Pkg-4,Ministry of Steel,Steel & Heavy Industry,NMDC,Dadra & Nagar Haveli,19.9742,73.5761,2022-03-01,594.52,594.52,2026-08-30,2027-08-30,506.19,23,18,2,Delayed
PRJ_1714,Coal Infrastructure Development at Odisha Section Pkg-5,Ministry of Coal,Coal Mining,MCL,Odisha,21.145,85.2161,2023-09-01,1763.51,2086.23,2028-01-31,2028-05-31,397.83,9,1,2,Delayed
PRJ_1715,Roads Infrastructure Development at Jharkhand Section Pkg-6,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.9138,85.407,2020-07-01,165.89,236.89,2022-01-30,2023-03-01,83.67,15,5,4,Delayed
PRJ_1716,Roads Infrastructure Development at Gujarat Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Gujarat,22.0227,71.1231,2019-06-01,577.68,578.26,2023-03-01,2023-03-31,254.6,20,9,0,Ongoing
PRJ_1717,Roads Infrastructure Development at Manipur Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Manipur,24.4249,93.5805,2021-01-01,4093.0,4223.98,2023-10-02,2024-07-01,3712.7,12,10,1,Delayed
PRJ_1718,Roads Infrastructure Development at Chhattisgarh Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Chhattisgarh,21.6402,81.6841,2020-07-01,151.0,149.19,2023-08-31,2023-09-30,47.61,12,3,1,Ongoing
PRJ_1719,Roads Infrastructure Development at West Bengal Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,West Bengal,23.2853,87.8252,2016-04-01,150.0,196.35,2019-10-31,2020-09-29,184.29,12,10,1,Delayed
PRJ_1720,Roads Infrastructure Development at Madhya Pradesh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,22.5519,78.36,2020-06-01,612.04,624.89,2023-06-01,2023-08-31,274.94,24,10,2,Ongoing
PRJ_1721,Roads Infrastructure Development at Gujarat Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Gujarat,,71.501,2016-11-01,1027.99,1180.13,2018-06-02,2018-10-01,889.28,23,17,0,Delayed
PRJ_1722,Roads Infrastructure Development at Jharkhand Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Jharkhand,23.6058,84.9873,2018-05-01,224.35,225.92,2021-03-31,2021-09-29,225.92,23,21,0,Delayed
PRJ_1723,Coal Infrastructure Development at Uttar Pradesh Section Pkg-5,Ministry of Coal,Coal Mining,WCL,Uttar Pradesh,26.4454,80.7181,2022-03-01,556.18,560.63,2024-04-30,2024-08-29,467.98,15,13,1,Delayed
PRJ_1724,Railways Infrastructure Development at Maharashtra Section Pkg-6,Ministry of Railways,Railways,Dedicated Freight Corridor Corp,Maharashtra,19.2782,75.8492,2016-09-01,545.83,566.57,2018-05-02,2018-10-31,519.45,21,19,1,Delayed
PRJ_1725,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-7,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jammu & Kashmir,33.915,77.1678,2018-08-01,1799.61,1841.0,2023-04-01,2023-04-01,1006.98,12,6,1,Ongoing
PRJ_1726,Roads Infrastructure Development at Jharkhand Section Pkg-8,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jharkhand,23.5317,85.7635,2019-03-01,7475.58,7946.54,2022-03-31,2022-07-30,5164.74,22,13,2,Delayed
PRJ_1727,Railways Infrastructure Development at Uttar Pradesh Section Pkg-9,Ministry of Railways,Railways,RVNL,Uttar Pradesh,26.372,80.4985,2022-04-01,1168.23,1385.52,2023-09-30,2025-05-30,1288.52,7,6,1,Delayed
PRJ_1728,Power Infrastructure Development at Haryana Section Pkg-1,Ministry of Power,Power Transmission & Generation,NHPC,Haryana,28.5215,75.9025,2019-03-01,713.68,947.77,2023-06-30,2026-02-28,234.48,19,4,3,Stalled
PRJ_1729,Roads Infrastructure Development at Jammu & Kashmir Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Jammu & Kashmir,33.8475,76.8065,2023-10-01,845.18,1064.93,2027-05-01,2029-01-29,409.09,12,4,7,Delayed
PRJ_1730,Roads Infrastructure Development at Maharashtra Section Pkg-3,Ministry of Road Transport & Highways,Roads & Highways,MoRTH,Maharashtra,20.1033,75.4759,2019-08-01,823.89,1230.89,2021-01-29,2022-03-31,107.46,24,2,8,Delayed
PRJ_1731,Power Infrastructure Development at Madhya Pradesh Section Pkg-4,Ministry of Power,Power Transmission & Generation,NHPC,Madhya Pradesh,23.5101,79.2526,2021-08-01,553.55,646.55,2025-11-30,2027-03-01,292.86,22,9,2,Delayed
PRJ_1732,Petroleum Infrastructure Development at Kerala Section Pkg-5,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,NRL,Kerala,10.906,76.0418,2022-10-01,501.17,501.67,2026-01-30,2026-10-30,486.41,12,11,2,Delayed
PRJ_1733,Railways Infrastructure Development at Tamil Nadu Section Pkg-6,Ministry of Railways,Railways,Central Railway,Tamil Nadu,10.7746,79.2328,2023-01-01,669.86,894.26,2026-11-01,2028-01-31,739.61,24,20,4,Delayed
PRJ_1734,Airports Infrastructure Development at Assam Section Pkg-7,Ministry of Civil Aviation,Airports & Aviation,AAI,Assam,26.6547,92.8354,2020-09-01,858.76,953.22,2025-04-02,2025-09-01,677.26,22,15,0,Delayed
PRJ_1735,Urban Infrastructure Development at Gujarat Section Pkg-8,Ministry of Housing & Urban Affairs,Urban Infrastructure & Metro,MMRDA,Gujarat,21.7236,70.6831,2018-12-01,387.25,475.16,2023-08-01,2027-05-01,225.81,16,7,3,Delayed
PRJ_1736,Roads Infrastructure Development at Odisha Section Pkg-9,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Odisha,20.9239,85.4451,2016-11-01,914.75,881.82,2020-10-01,2020-12-31,876.75,24,22,0,Ongoing
PRJ_1737,Roads Infrastructure Development at Telangana Section Pkg-1,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Telangana,17.5737,79.3537,2018-08-01,613.72,734.62,2022-07-01,2025-03-31,495.57,10,6,1,Delayed
PRJ_1738,Roads Infrastructure Development at Madhya Pradesh Section Pkg-2,Ministry of Road Transport & Highways,Roads & Highways,NHIDCL,Madhya Pradesh,23.4419,78.7384,2023-04-01,150.0,161.4,2027-03-01,2027-05-31,104.7,23,14,1,Ongoing
PRJ_1739,Urban Infrastructure Development at Delhi Section Pkg-3,Ministry of Housing & Urban Affairs,Urban Infrastructure & Metro,DMRC,Delhi,28.7861,77.2561,2020-08-01,612.6,593.0,2023-06-01,2023-08-31,387.59,10,6,0,Ongoing
PRJ_1740,Roads Infrastructure Development at Rajasthan Section Pkg-4,Ministry of Road Transport & Highways,Roads & Highways,NHAI,Rajasthan,26.6691,74.4866,2022-08-01,389.91,416.81,2024-08-30,2025-04-30,373.8,8,7,1,Delayed
